ZNF710,YES
ZIC5,YES
ZBED4,YES
ZNF679,YES
HMBOX1,YES
RFX5,YES
ZNF687,YES
ZNF773,YES
HOXB7,YES
ZNF470,YES
HHEX,YES
ANHX,YES
L3MBTL1,YES
ASCL4,YES
ZNF480,YES
FOXI3,YES
ZFP57,YES
RFX8,YES
GLI4,YES
MBD3,YES
ZNF732,YES
TCF12,YES
ELK1,YES
DBX1,YES
GFI1,YES
ZNF726,YES
SIX3,YES
ZSCAN12,YES
BATF2,YES
NR5A2,YES
ZEB2,YES
GTF2I,YES
ZNF568,YES
ZNF217,YES
CDC5L,YES
TSC22D2,YES
PIAS3,YES
IRX5,YES
ERF,YES
ZFP37,YES
ETV3,YES
TFE3,YES
CTCF,YES
EGR1,YES
TFDP3,YES
E2F2,YES
ZFP36L2,YES
NFIC,YES
LCOR,YES
ZNF614,YES
RFX7,YES
ZBTB7A,YES
ZNF717,YES
ZNF34,YES
NR4A2,YES
MEF2A,YES
ZNF367,YES
RCOR1,YES
ZNF264,YES
ZNF441,YES
TWIST1,YES
AFF4,YES
STAT5A,YES
ZNF888,YES
AC023509.3,YES
ZNF805,YES
ZHX3,YES
ZNF584,YES
PRRX1,YES
HOXA3,YES
E2F5,YES
KLF17,YES
RHOXF1,YES
NKX2-3,YES
ZNF691,YES
ZSCAN31,YES
ZNF337,YES
ZNF429,YES
YY1,YES
ZNF76,YES
AC020909.1,YES
ZSCAN2,YES
ZNF12,YES
DNAJC1,YES
ZNF585A,YES
ZNF385B,YES
FOXA2,YES
ZSCAN9,YES
ZNF814,YES
ZNF697,YES
ZNF462,YES
ZNF618,YES
CREB3L2,YES
ZNF827,YES
ZNF77,YES
NEUROG2,YES
MSC,YES
NEUROD1,YES
ZBTB12,YES
ZNF629,YES
ATOH7,YES
KLF7,YES
ZBTB48,YES
MESP2,YES
FOXK1,YES
ZBTB41,YES
NR2C2,YES
ZNF558,YES
RFX4,YES
SMARCC2,YES
PLAGL1,YES
ZBTB7B,YES
ZNF425,YES
HOXB4,YES
ZNF500,YES
FOXL2,YES
PHOX2B,YES
ISX,YES
ZBTB21,YES
ZNF582,YES
SP100,YES
ZSCAN21,YES
STAT6,YES
FOXC2,YES
TCF3,YES
LHX1,YES
ID3,YES
ARID5A,YES
PAX3,YES
DEAF1,YES
ZNF44,YES
KLF1,YES
GATAD2B,YES
SIX1,YES
ONECUT2,YES
ZFY,YES
ATMIN,YES
NFIA,YES
FOXI2,YES
TFCP2,YES
MBD4,YES
ZIC1,YES
POU6F1,YES
FIGLA,YES
TFAP2E,YES
ZNF213,YES
ZNF17,YES
HAND1,YES
HSFX1,YES
FOXC1,YES
PAX9,YES
ZNF28,YES
MNT,YES
NEUROD2,YES
ZNF133,YES
BNC1,YES
PRDM9,YES
HNF1A,YES
ZNF653,YES
UNCX,YES
TGIF2,YES
ZSCAN32,YES
ZFHX4,YES
ZFP69,YES
ETV7,YES
TLX1,YES
ZNF747,YES
ATF7,YES
ZNF74,YES
ETV3L,YES
FIZ1,YES
ZNF177,YES
ZKSCAN1,YES
HOXA7,YES
GATA5,YES
THAP3,YES
TFEB,YES
SOX3,YES
MYSM1,YES
HEY2,YES
ZNF84,YES
NCOA1,YES
SUB1,YES
ZNF723,YES
SOX13,YES
ZBTB37,YES
MSX1,YES
ZNF564,YES
NKX2-1,YES
ZNF292,YES
ZNF749,YES
LHX4,YES
HES2,YES
HLF,YES
IRF9,YES
PPARG,YES
SHOX2,YES
ZNF277,YES
ZNF878,YES
ARID1B,YES
ZNF426,YES
DLX4,YES
ZNF33B,YES
ZNF639,YES
BARHL2,YES
ZNF83,YES
HAND2,YES
ZBTB42,YES
ARNTL2,YES
ZNF320,YES
ZNF10,YES
TUB,YES
ZNF107,YES
ZFP36L1,YES
ZNF713,YES
ARID2,YES
ATF4,YES
KMT2C,YES
ZNF783,YES
HIVEP1,YES
MGA,YES
ZNF560,YES
MSX2,YES
ZNF174,YES
TRPS1,YES
ZNF616,YES
DNAJC2,YES
ATF3,YES
HOXB3,YES
ZNF101,YES
ZNF583,YES
ZNF880,YES
ELF4,YES
ZHX2,YES
GSC,YES
ZNF71,YES
HBP1,YES
HOXB8,YES
ZNF302,YES
ZFP41,YES
TBX20,YES
NEUROG1,YES
DUX4,YES
PKNOX2,YES
SMARCA1,YES
ZSCAN18,YES
ZNF334,YES
ZNF219,YES
THRA,YES
ZIM2,YES
TCF24,YES
ZNF181,YES
ALX4,YES
HDX,YES
ZNF530,YES
GMEB2,YES
SMAD9,YES
HOXC11,YES
ZNF502,YES
ZNF114,YES
TBX4,YES
E2F6,YES
FOXD4L4,YES
ZNF233,YES
ZNF230,YES
ZNF594,YES
TULP1,YES
HOXB9,YES
SSRP1,YES
DLX3,YES
ZBTB1,YES
AHR,YES
ZNF660,YES
CSRNP2,YES
HIVEP3,YES
FOXJ3,YES
PRDM8,YES
RORC,YES
CEBPG,YES
BACH1,YES
ZNF705B,YES
ZNF319,YES
FOXR1,YES
ZNF41,YES
YBX1,YES
SATB2,YES
ZSCAN1,YES
ZNF571,YES
NKX2-8,YES
ZNF3,YES
TEAD2,YES
NR5A1,YES
ZNF485,YES
NR2F2,YES
ZNF491,YES
SP6,YES
ZNF439,YES
KLF14,YES
IKZF1,YES
UBP1,YES
DUXB,YES
FOXA3,YES
ZBTB26,YES
ZNF215,YES
ZNF284,YES
ZNF667,YES
ZKSCAN2,YES
THAP9,YES
TCF21,YES
ZNF197,YES
ZNF549,YES
PROX1,YES
TCFL5,YES
FOSL2,YES
E2F3,YES
BAZ2A,YES
HMGB3,YES
ZNF599,YES
ZNF492,YES
ZNF232,YES
MIER3,YES
GLI1,YES
ZBTB24,YES
ZNF532,YES
ZNF644,YES
HOXD3,YES
UBTF,YES
ZNF410,YES
SP140,YES
ZNF92,YES
HINFP,YES
LHX8,YES
AC025287.4,YES
ZNF20,YES
ZNF418,YES
ZBTB14,YES
MLXIP,YES
CREB3L4,YES
SCX,YES
NANOGP8,YES
ZNF548,YES
L3MBTL4,YES
ZNF655,YES
AC118549,YES
TBX10,YES
ZNF587,YES
AC012531.3,YES
ELF1,YES
AC073612.1,YES
LIN28A,YES
HMGXB4,YES
ZNF396,YES
NR2E1,YES
ZNF823,YES
STAT4,YES
ZNF626,YES
AC105001.2,YES
TEF,YES
PPARA,YES
ZNF8,YES
ZNF501,YES
ZNF454,YES
PRDM2,YES
ETS1,YES
PRDM6,YES
ZBED3,YES
ZNF354C,YES
ESX1,YES
HOXB6,YES
NFKB1,YES
TULP3,YES
RARG,YES
ZNF705G,YES
OLIG3,YES
ZNF821,YES
HNF4A,YES
TCF7,YES
SMAD4,YES
DMRTC2,YES
ZBED5,YES
NEUROG3,YES
ESR2,YES
ZNF683,YES
ZEB1,YES
NPAS3,YES
ZNF785,YES
HOXA4,YES
ZNF831,YES
HOXB5,YES
HMGXB3,YES
ZNF227,YES
ZNF446,YES
PAXBP1,YES
HSFX2,YES
ARID4B,YES
ZNF157,YES
MXD4,YES
LRRFIP1,YES
ZFP30,YES
ELF3,YES
INSM2,YES
HMGA1,YES
MITF,YES
MXI1,YES
NR4A1,YES
ZNF585B,YES
TBX21,YES
TFAP2C,YES
HMG20A,YES
ZNF770,YES
KLF6,YES
GLI2,YES
SIX4,YES
ZNF813,YES
ZNF7,YES
FOXK2,YES
ZNF577,YES
RHOXF2B,YES
ZNF623,YES
USF3,YES
SOX12,YES
HSF4,YES
ZNF705E,YES
GCM2,YES
E2F4,YES
FOXP1,YES
FOXF1,YES
DMRT1,YES
ZNF518B,YES
ZNF436,YES
NHLH1,YES
ZBTB33,YES
SP8,YES
NR1D2,YES
FLI1,YES
REPIN1,YES
SNAI2,YES
TFAP2A,YES
ETS2,YES
ZNF735,YES
HOXC5,YES
SOX9,YES
NR2C1,YES
NFYA,YES
NKX3-2,YES
TTF1,YES
NR4A3,YES
ZNF768,YES
SETDB2,YES
FOXI1,YES
ZNF574,YES
FOXL1,YES
ZNF527,YES
CIC,YES
HES6,YES
NKX2-6,YES
NR1D1,YES
ZNF121,YES
ZBTB7C,YES
ZNF619,YES
SOX2,YES
ZNF131,YES
E2F1,YES
ZNF678,YES
ZSCAN25,YES
THAP8,YES
ZNF596,YES
ZNF622,YES
ZBTB2,YES
ZSCAN26,YES
MYF6,YES
ZNF236,YES
ZNF589,YES
TWIST2,YES
PATZ1,YES
LBX1,YES
ZBTB40,YES
ZSCAN16,YES
ZNF202,YES
ZNF782,YES
HSFX3,YES
ZNF721,YES
ZNF676,YES
ZXDC,YES
ZNF576,YES
POU3F1,YES
IRF6,YES
OSR1,YES
PRDM14,YES
ZNF586,YES
TBX19,YES
FOXN2,YES
EVX2,YES
ZBED1,YES
IRX6,YES
PBX2,YES
CLOCK,YES
TAL1,YES
HELT,YES
DLX5,YES
GTF2IRD2,YES
HMGB1,YES
HMX1,YES
GBX2,YES
NFIX,YES
ZNF646,YES
ZNF479,YES
AC073111.3,YES
EVX1,YES
MZF1,YES
RUNX3,YES
HOXD12,YES
JUND,YES
RXRB,YES
ZNF208,YES
ZNF383,YES
ESRRB,YES
ZNF891,YES
ZNF699,YES
NR2E3,YES
ZNF335,YES
STAT1,YES
GATAD2A,YES
ZFPM1,YES
NFE2L2,YES
ZNF276,YES
ESRRG,YES
ZNF835,YES
TP53,YES
ZNF514,YES
ZFP82,YES
ZNF728,YES
PBX1,YES
NR1I3,YES
ZNF780A,YES
NPAS2,YES
ZNF154,YES
RERE,YES
NFATC1,YES
SALL2,YES
ATF6,YES
PBX3,YES
JARID2,YES
PKNOX1,YES
ELF5,YES
ZNF714,YES
NFIB,YES
NR0B1,YES
ZNF664,YES
DACH2,YES
SOX15,YES
RBAK,YES
ZNF14,YES
CDIP1,YES
VSX1,YES
HOXD13,YES
ZNF423,YES
ZNF552,YES
ZNF730,YES
ZNF781,YES
AC010616.1,YES
IRX1,YES
ARID1A,YES
ZNF716,YES
PRDM12,YES
TSHZ2,YES
KLF13,YES
FOXO6,YES
IRX2,YES
MYBL1,YES
CEBPA,YES
ZNF407,YES
MIXL1,YES
MEIS1,YES
ZNF671,YES
AC138696.1,YES
ZNF630,YES
ZNF524,YES
MEF2B,YES
ZNF662,YES
ZNF534,YES
PRDM5,YES
TOX2,YES
ZNF415,YES
ZBTB20,YES
ZNF740,YES
SPIC,YES
TBX15,YES
ZNF766,YES
ZNF25,YES
PMS1,YES
MYC,YES
SIX6,YES
POU2F3,YES
EHF,YES
ZNF544,YES
NANOGNB,YES
ZBTB43,YES
ZNF536,YES
ZNF440,YES
RORB,YES
ZNF844,YES
ZNF263,YES
ZNF846,YES
MTA2,YES
CBFB,YES
NPAS1,YES
AC022167.5,YES
ZNF57,YES
EN2,YES
ZFPM2,YES
HESX1,YES
SP3,YES
E2F8,YES
ZNF563,YES
MAFK,YES
ZNF569,YES
ZNF300,YES
HES7,YES
NR1I2,YES
SOX7,YES
ZBTB39,YES
ZNF398,YES
ZNF420,YES
NCOR1,YES
SHOX,YES
CEBPE,YES
LITAF,YES
SEBOX,YES
ZBTB11,YES
FOXP2,YES
TLX2,YES
TOX3,YES
NR3C2,YES
POU5F1,YES
ZNF573,YES
ZNF350,YES
ZNF324,YES
ZBTB32,YES
ZNF394,YES
FOXD4L5,YES
AHRR,YES
PRDM4,YES
GFI1B,YES
ZNF341,YES
KLF15,YES
ZMIZ1,YES
ZSCAN4,YES
ZNF850,YES
ZNF256,YES
ZBTB46,YES
HSFY1,YES
HSFY2,YES
HOXC8,YES
ZNF33A,YES
ARNTL,YES
RLF,YES
SOX1,YES
DMRT3,YES
ZNF624,YES
NPAS4,YES
ZSCAN30,YES
GLIS1,YES
ZNF146,YES
FOXM1,YES
AC092329.3,YES
SIX2,YES
KLF18,YES
MESP1,YES
BHLHE40,YES
ZNF483,YES
HES3,YES
RUNX1,YES
ZNF430,YES
MYNN,YES
HSFX4,YES
ZNF711,YES
TBX5,YES
POU6F2,YES
RXRA,YES
WDHD1,YES
LBX2,YES
ZNF764,YES
RFX6,YES
SOX17,YES
ZFP91-CNTF,YES
ZHX1,YES
ZNF48,YES
SP7,YES
CSRNP1,YES
DLX6,YES
HSF1,YES
ERG,YES
MAF,YES
ZNF404,YES
AL033529.1,YES
ZNF275,YES
RFX3,YES
MAZ,YES
IKZF5,YES
KLF9,YES
ZNF665,YES
ZNF682,YES
ZNF566,YES
FOXB1,YES
DBX2,YES
FOXG1,YES
JUNB,YES
DPRX,YES
MAFF,YES
SRY,YES
FOXP4,YES
MYRF,YES
AFF2,YES
OVOL2,YES
TGIF2LY,YES
ZSCAN29,YES
ZNF852,YES
TCF23,YES
FOSB,YES
BHMG1,YES
NKX2-2,YES
POU3F2,YES
NR2F6,YES
BCL11A,YES
AC115220.1,YES
ZNF268,YES
TULP4,YES
ASCL5,YES
HIC1,YES
ZBTB45,YES
ZNF836,YES
ZNF670,YES
ZFHX2,YES
FOXF2,YES
SMARCE1,YES
ZNF789,YES
MYT1L,YES
ZNF24,YES
TBX3,YES
NEUROD4,YES
AR,YES
MBD2,YES
ZNF189,YES
PHOX2A,YES
ZFP64,YES
SMAD6,YES
THAP10,YES
AC073111.5,YES
FOXD4L3,YES
TP73,YES
ZNF587B,YES
HOXB13,YES
BHLHA9,YES
ZNF184,YES
ZNF471,YES
HOXA5,YES
ZNF362,YES
ZBTB17,YES
ZNF160,YES
GABPA,YES
ZNF142,YES
ZNF771,YES
THAP12,YES
HMX3,YES
ZNF736,YES
ZFP14,YES
RORA,YES
PAX4,YES
ZBTB4,YES
HOXC4,YES
CREB5,YES
POU4F1,YES
KLF12,YES
ZNF345,YES
TEAD1,YES
LMX1B,YES
PIAS1,YES
NR1H2,YES
ZNF324B,YES
MYCN,YES
ZNF175,YES
VENTX,YES
ZNF559-ZNF177,YES
VDR,YES
ZNF546,YES
AFF3,YES
MBD1,YES
KLF16,YES
ZNF737,YES
ZNF169,YES
ZNF695,YES
SP5,YES
CAMTA2,YES
SOX6,YES
CAMTA1,YES
DDIT3,YES
ZNF525,YES
LEUTX,YES
AC092835.1,YES
ZKSCAN7,YES
ZNF285,YES
RCOR2,YES
ARGFX,YES
ZNF30,YES
MNX1,YES
MYF5,YES
ZNF354B,YES
NKX3-1,YES
KLF3,YES
FOXD4L1,YES
PITX2,YES
ZNF772,YES
ZBTB16,YES
ZNF575,YES
ZNF620,YES
ZNF761,YES
ZNF793,YES
ZNF254,YES
TFAP2B,YES
SNAPC4,YES
ZNF675,YES
ZNF860,YES
FOXD3,YES
ZNF132,YES
NFE2L3,YES
ZNF510,YES
HOXC6,YES
THRB,YES
ZNF774,YES
ZFP28,YES
NFE2L1,YES
HOXD4,YES
ZNF681,YES
NFIL3,YES
FOXP3,YES
CUX2,YES
CREB3,YES
ARNT2,YES
MTA3,YES
AEBP2,YES
TEAD4,YES
ZNF250,YES
FOXD2,YES
JAZF1,YES
MYRFL,YES
THAP1,YES
ZNF578,YES
ZNF461,YES
IKZF3,YES
FOXJ2,YES
AC187653.1,YES
ZNF788,YES
ZNF708,YES
TERB1,YES
ZFP92,YES
IRF8,YES
ZNF705D,YES
MXD3,YES
ZNF506,YES
RHOXF2,YES
NHLH2,YES
STAT5B,YES
ZNF490,YES
ZNF516,YES
NFKB2,YES
ZNF99,YES
ESR1,YES
DMRTA2,YES
INSM1,YES
SOX5,YES
TBX18,YES
HNF4G,YES
ATF1,YES
SCRT2,YES
NKX1-2,YES
ZNF384,YES
PLAGL2,YES
POU4F2,YES
NANOG,YES
ZNF81,YES
ZNF497,YES
NR0B2,YES
AC010487.3,YES
AC004080.3,YES
ZNF135,YES
RELB,YES
GTF2IRD1,YES
CUX1,YES
ZNF207,YES
LTF,YES
PRDM11,YES
BCLAF1,YES
TFB1M,YES
ZNF280C,YES
PARP12,YES
GPBP1,YES
RFXANK,YES
MLLT10,YES
