KHSRP,YES
HIF1A,YES
ADNP2,YES
CENPT,YES
CAPN15,YES
GABPB1,YES
MYEF2,YES
TAX1BP1,YES
AKNA,YES
CREBL2,YES
CENPA,YES
CEBPZ,YES
PLEK,YES
EPAS1,YES
SFPQ,YES
GON4L,YES
PHTF1,YES
BLZF1,YES
ZNF706,YES
KIAA1549,YES
ZNFX1,YES
SLC2A4RG,YES
RBCK1,YES
YEATS4,YES
CASZ1,YES
CC2D1A,YES
ZNF414,YES
XPA,YES
TCF19,YES
ZNF280D,YES
PREB,YES
SMARCAL1,YES
CARF,YES
TCF25,YES
ZNF750,YES
GABPB2,YES
TMF1,YES
LYAR,YES
PURB,YES
CIZ1,YES
ANKRD30A,YES
THYN1,YES
SETBP1,YES
AHCTF1,YES
ELMSAN1,YES
GATAD1,YES
SON,YES
GPBP1L1,YES
ZNF326,YES
SPZ1,YES
FAM170A,YES
CREBRF,YES
ZNF704,YES
ZNF503,YES
RAG1,YES
PHB,YES
TET2,YES
ZNF608,YES
ZNF280A,YES
CENPX,YES
CNBP,YES
NFRKB,YES
ZNF318,YES
PURG,YES
CENPS,YES
MAF1,YES
ZNF609,YES
DMRTC1B,YES
PURA,YES
NKRF,YES
ZNF395,YES
PLSCR1,YES
ZGPAT,YES
ZNF720,YES
ZNF511,YES
L3MBTL3,YES
CPEB1,YES
ZNF487,YES
NME2,YES
ZNF488,YES
DMRTC1,YES
ZNF280B,YES
